Date,Available Beds,Wasted Beds,Daily Efficiency,Cumulative Available Beds,Cumulative Wasted Beds,Cumulative Efficiency
2025-11-21,26.0,4.0,0.8461538461538461,9214.0,333.0,0.9638593444757977
2025-11-22,26.0,4.0,0.8461538461538461,9240.0,337.0,0.9635281385281386
2025-11-23,26.0,4.0,0.8461538461538461,9266.0,341.0,0.9631987912799482
2025-11-24,26.0,4.0,0.8461538461538461,9292.0,345.0,0.9628712871287128
2025-11-25,26.0,4.0,0.8461538461538461,9318.0,349.0,0.9625456106460614
2025-11-26,26.0,4.0,0.8461538461538461,9344.0,353.0,0.9622217465753424
2025-11-27,26.0,6.0,0.7692307692307693,9370.0,359.0,0.9616862326574173
2025-11-28,26.0,5.0,0.8076923076923077,9396.0,364.0,0.9612601106853981
2025-11-29,26.0,5.0,0.8076923076923077,9422.0,369.0,0.9608363404797283
2025-12-31,26.0,5.0,0.8076923076923077,9448.0,374.0,0.9604149026248942
2026-01-01,26.0,7.0,0.7307692307692307,9474.0,381.0,0.9597846738442052
2026-01-02,26.0,5.0,0.8076923076923077,9500.0,386.0,0.9593684210526315
2026-01-03,26.0,2.0,0.9230769230769231,9526.0,388.0,0.9592693680453496
2026-01-04,26.0,5.0,0.8076923076923077,9552.0,393.0,0.9588567839195979
2026-01-05,26.0,5.0,0.8076923076923077,9578.0,398.0,0.9584464397577782
2026-01-06,26.0,5.0,0.8076923076923077,9604.0,403.0,0.9580383173677635
2026-01-07,26.0,5.0,0.8076923076923077,9630.0,408.0,0.957632398753894
2026-01-08,26.0,4.0,0.8461538461538461,9656.0,412.0,0.9573322286661143
2026-01-09,26.0,4.0,0.8461538461538461,9682.0,416.0,0.9570336707291882
2026-01-10,26.0,3.0,0.8846153846153846,9708.0,419.0,0.9568397198187062
2026-01-11,26.0,2.0,0.9230769230769231,9734.0,421.0,0.9567495377028971
2026-01-12,26.0,3.0,0.8846153846153846,9760.0,424.0,0.9565573770491803
2026-01-13,26.0,3.0,0.8846153846153846,9786.0,427.0,0.9563662374821174
2026-01-14,26.0,3.0,0.8846153846153846,9812.0,430.0,0.9561761108846311
2026-01-15,26.0,3.0,0.8846153846153846,9838.0,433.0,0.9559869892254523
2026-01-16,26.0,3.0,0.8846153846153846,9864.0,436.0,0.9557988645579887
2026-01-17,26.0,2.0,0.9230769230769231,9890.0,438.0,0.9557128412537917
2026-01-18,24.0,0.0,1.0,9914.0,438.0,0.9558200524510793
2026-01-19,24.0,0.0,1.0,9938.0,438.0,0.9559267458241095
2026-01-20,24.0,0.0,1.0,9962.0,438.0,0.9560329251154387
2026-01-21,24.0,0.0,1.0,9986.0,438.0,0.9561385940316443
2026-01-22,24.0,1.0,0.9583333333333334,10010.0,439.0,0.9561438561438561
2026-01-23,26.0,2.0,0.9230769230769231,10036.0,441.0,0.9560581905141491
2026-01-24,26.0,2.0,0.9230769230769231,10062.0,443.0,0.9559729676008746
2026-01-25,24.0,2.0,0.9166666666666666,10086.0,445.0,0.9558794368431489
2026-01-26,24.0,3.0,0.875,10110.0,448.0,0.9556874381800198
2026-01-27,24.0,2.0,0.9166666666666666,10134.0,450.0,0.955595026642984
2026-01-28,24.0,3.0,0.875,10158.0,453.0,0.955404607206143
2026-01-29,24.0,3.0,0.875,10182.0,456.0,0.9552150854449027
2026-01-30,24.0,2.0,0.9166666666666666,10206.0,458.0,0.9551244366059181
2026-03-03,24.0,1.0,0.9583333333333334,10230.0,459.0,0.9551319648093841
2026-03-04,24.0,2.0,0.9166666666666666,10254.0,461.0,0.9550419348546908
2026-03-05,26.0,6.0,0.7692307692307693,10280.0,467.0,0.9545719844357977
2026-03-06,26.0,6.0,0.7692307692307693,10306.0,473.0,0.9541044052008538
2026-03-07,24.0,5.0,0.7916666666666666,10330.0,478.0,0.953727008712488
2026-03-08,24.0,0.0,1.0,10354.0,478.0,0.953834266949971
2026-03-09,24.0,0.0,1.0,10378.0,478.0,0.9539410291000193
2026-03-10,24.0,0.0,1.0,10402.0,478.0,0.9540472985964238
2026-03-11,24.0,0.0,1.0,10426.0,478.0,0.9541530788413581
2026-03-12,24.0,0.0,1.0,10450.0,478.0,0.9542583732057416
2026-03-13,24.0,0.0,1.0,10474.0,478.0,0.954363185029597
2026-03-14,24.0,0.0,1.0,10498.0,478.0,0.9544675176224042
2026-03-15,24.0,2.0,0.9166666666666666,10522.0,480.0,0.9543812963314959
2026-03-16,26.0,2.0,0.9230769230769231,10548.0,482.0,0.9543041334850209
2026-03-17,26.0,1.0,0.9615384615384616,10574.0,483.0,0.9543219216947229
2026-03-18,26.0,1.0,0.9615384615384616,10600.0,484.0,0.9543396226415094
2026-03-19,26.0,3.0,0.8846153846153846,10626.0,487.0,0.9541690193864107
2026-03-20,26.0,3.0,0.8846153846153846,10652.0,490.0,0.9539992489673301
2026-03-21,26.0,3.0,0.8846153846153846,10678.0,493.0,0.9538303053006181
2026-03-22,26.0,3.0,0.8846153846153846,10704.0,496.0,0.953662182361734
2026-03-23,26.0,3.0,0.8846153846153846,10730.0,499.0,0.9534948741845294
2026-03-24,26.0,1.0,0.9615384615384616,10756.0,500.0,0.9535143175901822
2026-03-25,26.0,2.0,0.9230769230769231,10782.0,502.0,0.9534409200519384
2026-03-26,26.0,2.0,0.9230769230769231,10808.0,504.0,0.9533678756476683
2026-03-27,26.0,2.0,0.9230769230769231,10834.0,506.0,0.953295181834964
2026-03-28,26.0,2.0,0.9230769230769231,10860.0,508.0,0.9532228360957643
2026-03-29,26.0,2.0,0.9230769230769231,10886.0,510.0,0.9531508359360646
2026-03-30,26.0,0.0,1.0,10912.0,510.0,0.9532624633431085
2026-03-31,26.0,0.0,1.0,10938.0,510.0,0.9533735600658255
2026-04-30,26.0,0.0,1.0,10964.0,510.0,0.953484129879606
2026-05-01,26.0,0.0,1.0,10990.0,510.0,0.9535941765241128
2026-05-02,26.0,1.0,0.9615384615384616,11016.0,511.0,0.9536129266521424
2026-05-03,26.0,1.0,0.9615384615384616,11042.0,512.0,0.9536315884803478
2026-05-04,26.0,0.0,1.0,11068.0,512.0,0.9537405131911818
2026-05-05,26.0,1.0,0.9615384615384616,11094.0,513.0,0.9537587885343429
2026-05-06,26.0,1.0,0.9615384615384616,11120.0,514.0,0.9537769784172662
2026-05-07,26.0,0.0,1.0,11146.0,514.0,0.953884801722591
2026-05-08,26.0,0.0,1.0,11172.0,514.0,0.9539921231650555
2026-05-09,26.0,0.0,1.0,11198.0,514.0,0.9540989462404
2026-05-10,26.0,0.0,1.0,11224.0,514.0,0.9542052744119743
2026-05-11,26.0,0.0,1.0,11250.0,514.0,0.9543111111111111
2026-05-12,26.0,0.0,1.0,11276.0,514.0,0.9544164597374956
2026-05-13,26.0,0.0,1.0,11302.0,514.0,0.9545213236595292
2026-05-14,26.0,0.0,1.0,11328.0,514.0,0.9546257062146892
2026-05-15,26.0,0.0,1.0,11354.0,514.0,0.9547296107098819
2026-05-16,26.0,0.0,1.0,11380.0,514.0,0.9548330404217926
2026-05-17,26.0,0.0,1.0,11406.0,514.0,0.9549359985972296
2026-05-18,26.0,2.0,0.9230769230769231,11432.0,516.0,0.9548635409377186
2026-05-19,26.0,1.0,0.9615384615384616,11458.0,517.0,0.9548786873799965
2026-05-20,26.0,0.0,1.0,11484.0,517.0,0.9549808429118773
2026-05-21,26.0,0.0,1.0,11510.0,517.0,0.9550825369244136
2026-05-22,26.0,0.0,1.0,11536.0,517.0,0.9551837725381415
2026-05-23,26.0,0.0,1.0,11562.0,517.0,0.9552845528455285
2026-05-24,26.0,0.0,1.0,11588.0,517.0,0.9553848809112876
2026-05-25,26.0,1.0,0.9615384615384616,11614.0,518.0,0.9553986567935251
2026-05-26,26.0,0.0,1.0,11640.0,518.0,0.9554982817869416
2026-05-27,26.0,0.0,1.0,11666.0,518.0,0.955597462712155
2026-05-28,26.0,0.0,1.0,11692.0,518.0,0.9556962025316456
2026-05-29,26.0,0.0,1.0,11718.0,518.0,0.955794504181601
2026-05-30,26.0,0.0,1.0,11744.0,518.0,0.9558923705722071
2026-07-01,26.0,0.0,1.0,11770.0,518.0,0.9559898045879355
2026-07-02,26.0,0.0,1.0,11796.0,518.0,0.9560868090878264
2026-07-03,26.0,0.0,1.0,11822.0,518.0,0.9561833869057689
2026-07-04,26.0,4.0,0.8461538461538461,11848.0,522.0,0.9559419311276165
2026-07-05,26.0,1.0,0.9615384615384616,11874.0,523.0,0.9559541856156308
2026-07-06,26.0,3.0,0.8846153846153846,11900.0,526.0,0.9557983193277311
2026-07-07,26.0,3.0,0.8846153846153846,11926.0,529.0,0.95564313265135
2026-07-08,26.0,3.0,0.8846153846153846,11952.0,532.0,0.9554886211512718
2026-07-09,26.0,2.0,0.9230769230769231,11978.0,534.0,0.955418266822508
2026-07-10,26.0,2.0,0.9230769230769231,12004.0,536.0,0.955348217260913
2026-07-11,26.0,0.0,1.0,12030.0,536.0,0.9554447215295095
2026-07-12,26.0,0.0,1.0,12056.0,536.0,0.9555408095554081
2026-07-13,26.0,0.0,1.0,12082.0,536.0,0.9556364840258236
2026-07-14,26.0,0.0,1.0,12108.0,536.0,0.9557317476048893
2026-07-15,26.0,0.0,1.0,12134.0,536.0,0.9558266029339048
2026-07-16,26.0,0.0,1.0,12160.0,536.0,0.9559210526315789
2026-07-17,26.0,0.0,1.0,12186.0,536.0,0.9560150992942721
